Marque,Modèle,Année,Type de carburant,Puissance fiscale,Kilométrage,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix
Volkswagen,Caddy,2021,Diesel,8 CV,130 000 - 139 999,5,Non,Très bon,Manuelle,WW au Maroc,
Fiat,Uno,1995,Diesel,17 CV,0 - 4 999,5,Oui,Très bon,Manuelle,WW au Maroc,18 000 DH
Mercedes-Benz,Classe A,2020,Diesel,8 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,Dédouanée,310 000 DH
Mercedes-Benz,Classe GLC,2025,Hybride,8 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Renault,Clio,2015,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,127 000 DH
Fiat,500,2022,Essence,7 CV,70 000 - 74 999,3,Oui,Excellent,Automatique,WW au Maroc,
Skoda,Octavia,2022,Diesel,8 CV,50 000 - 54 999,,,,Automatique,,275 000 DH
Mercedes-Benz,Classe CLA,2018,Diesel,9 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,269 000 DH
Volvo,XC40,2019,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Tiguan,2024,Diesel,17 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Dacia,Dokker,2021,Diesel,6 CV,100 000 - 109 999,5,Oui,Très bon,Manuelle,WW au Maroc,141 000 DH
Renault,Clio,2017,Diesel,7 CV,130 000 - 139 999,5,Non,Très bon,Manuelle,WW au Maroc,98 000 DH
Renault,Clio,2022,Diesel,6 CV,55 000 - 59 999,5,Non,Excellent,Manuelle,WW au Maroc,167 000 DH
Toyota,Yaris,2016,Hybride,6 CV,130 000 - 139 999,3,Oui,Excellent,Automatique,WW au Maroc,110 000 DH
Dacia,Dokker,2016,Diesel,6 CV,350 000 - 399 999,,Non,Bon,Manuelle,WW au Maroc,90 000 DH
Volkswagen,Coccinelle,1980 ou plus ancien,Essence,4 CV,45 000 - 49 999,3,Non,Correct,Manuelle,Dédouanée,
Audi,Q5,2014,Diesel,8 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,178 000 DH
Dacia,Logan,2012,Diesel,7 CV,0 - 4 999,5,Non,Excellent,Manuelle,WW au Maroc,76 000 DH
Peugeot,206,2010,Essence,6 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,55 000 DH
Peugeot,Rifter,2020,Diesel,6 CV,80 000 - 84 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Renault,19,2009,Diesel,7 CV,250 000 - 299 999,5,Non,Bon,Manuelle,WW au Maroc,45 000 DH
Audi,A3,2022,Diesel,8 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,
Hyundai,ix35,2016,Diesel,7 CV,120 000 - 129 999,5,Non,Excellent,Manuelle,WW au Maroc,162 000 DH
Audi,A3,2020,Diesel,8 CV,130 000 - 139 999,5,Oui,Neuf,Automatique,Dédouanée,349 000 DH
Mercedes-Benz,250,1996,Diesel,10 CV,40 000 - 44 999,5,Non,Très bon,Automatique,Dédouanée,63 500 DH
Ford,Fiesta,2013,Diesel,6 CV,110 000 - 119 999,5,,Très bon,Manuelle,WW au Maroc,92 000 DH
Dacia,Dokker,2021,Diesel,6 CV,130 000 - 139 999,5,Non,Excellent,Manuelle,,135 000 DH
Volkswagen,T-Roc,2023,Diesel,8 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,298 000 DH
Fiat,Fiorino,2018,Diesel,5 CV,15 000 - 19 999,,,Très bon,Manuelle,Dédouanée,
Peugeot,208,2022,Diesel,6 CV,40 000 - 44 999,,Non,Excellent,Automatique,WW au Maroc,
Kia,Picanto,2010,Essence,5 CV,190 000 - 199 999,5,Oui,Très bon,Manuelle,WW au Maroc,57 000 DH
Dacia,Duster,2022,Diesel,6 CV,100 000 - 109 999,5,Non,Excellent,Automatique,WW au Maroc,
Skoda,Octavia,2020,Diesel,6 CV,170 000 - 179 999,5,Oui,Très bon,Automatique,Dédouanée,239 000 DH
Volkswagen,Jetta,1991,Diesel,6 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,Dédouanée,47 000 DH
BMW,Série 6,2004,Essence,28 CV,120 000 - 129 999,,,Excellent,Automatique,Dédouanée,140 000 DH
Citroen,C3,2019,Diesel,6 CV,100 000 - 109 999,5,Non,Très bon,Manuelle,WW au Maroc,123 000 DH
Land Rover,Range Rover Sport,2023,Diesel,12 CV,25 000 - 29 999,5,Oui,Excellent,Automatique,Importée neuve,
Mercedes-Benz,Classe A,2021,Diesel,8 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,
Porsche,Panamera,2019,Hybride,17 CV,100 000 - 109 999,,,Excellent,Automatique,Importée neuve,750 000 DH
Jaguar,XE,2018,Diesel,6 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,269 000 DH
Hyundai,Accent,2017,Diesel,6 CV,130 000 - 139 999,5,Non,Très bon,Automatique,WW au Maroc,
Seat,Leon,2018,Diesel,6 CV,150 000 - 159 999,5,Oui,Très bon,Manuelle,WW au Maroc,180 000 DH
Renault,Kangoo,2009,Diesel,7 CV,0 - 4 999,5,Non,Excellent,Manuelle,Dédouanée,
Volvo,S60,2013,Diesel,6 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,98 000 DH
Citroen,C-Elysée,2022,Diesel,6 CV,70 000 - 74 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Opel,Corsa,2015,Diesel,6 CV,20 000 - 24 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Chevrolet,Captiva,2008,Diesel,8 CV,190 000 - 199 999,5,Non,Excellent,Automatique,WW au Maroc,79 000 DH
BMW,Série 1,2011,Diesel,8 CV,180 000 - 189 999,5,Non,Très bon,Automatique,,112 000 DH
Hyundai,i40,2013,Diesel,7 CV,200 000 - 249 999,5,Non,Bon,Manuelle,WW au Maroc,107 000 DH
BMW,X5,2002,Diesel,12 CV,25 000 - 29 999,5,Non,Bon,Manuelle,Importée neuve,40 000 DH
Dacia,Duster,2020,Diesel,7 CV,95 000 - 99 999,5,Oui,Très bon,Manuelle,WW au Maroc,165 000 DH
Hyundai,Tucson,2022,Diesel,6 CV,25 000 - 29 999,5,Oui,Neuf,Automatique,WW au Maroc,
Renault,Kangoo,2010,Essence,6 CV,100 000 - 109 999,5,Non,Excellent,Manuelle,WW au Maroc,70 000 DH
Volkswagen,Passat,2010,Essence,11 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,
Renault,Clio,2019,Diesel,6 CV,110 000 - 119 999,5,Non,Très bon,Manuelle,WW au Maroc,105 000 DH
Volkswagen,Touran,2008,Diesel,8 CV,300 000 - 349 999,5,Non,Excellent,Manuelle,Dédouanée,110 000 DH
Volkswagen,Golf 5,2006,Essence,8 CV,180 000 - 189 999,5,Oui,Excellent,Manuelle,WW au Maroc,67 000 DH
Dacia,Logan,2008,Diesel,6 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,52 009 DH
Fiat,Uno,2001,Essence,6 CV,25 000 - 29 999,5,Non,Bon,Manuelle,WW au Maroc,
Cupra,Formentor,2021,Essence,8 CV,70 000 - 74 999,5,Oui,Très bon,Automatique,Dédouanée,438 000 DH
Ford,Focus,2014,Diesel,6 CV,15 000 - 19 999,5,Non,Excellent,Manuelle,Importée neuve,
Kia,Sportage,2021,Diesel,8 CV,120 000 - 129 999,,,,Automatique,,215 000 DH
Fiat,500,2018,Essence,7 CV,10 000 - 14 999,3,,Excellent,Automatique,WW au Maroc,125 000 DH
Mercedes-Benz,Classe ML,2012,Diesel,9 CV,170 000 - 179 999,5,Non,Bon,Automatique,WW au Maroc,210 000 DH
Fiat,Doblo,2017,Diesel,5 CV,20 000 - 24 999,5,Non,Très bon,Manuelle,WW au Maroc,80 000 DH
Dacia,Dokker,2019,Diesel,6 CV,100 000 - 109 999,5,,Très bon,Manuelle,WW au Maroc,128 000 DH
Mercedes-Benz,Classe E,2020,Diesel,8 CV,60 000 - 64 999,5,Oui,Neuf,Automatique,Importée neuve,
Dacia,Sandero,2021,Diesel,6 CV,95 000 - 99 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Fiat,Siena,2001,Diesel,7 CV,180 000 - 189 999,5,Non,Excellent,Manuelle,WW au Maroc,35 000 DH
Toyota,RAV 4,2005,Diesel,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,60 000 DH
Mercedes-Benz,Classe E,2016,Diesel,8 CV,170 000 - 179 999,5,Non,Excellent,Automatique,WW au Maroc,265 000 DH
Dacia,Logan,2022,Diesel,6 CV,80 000 - 84 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Audi,Q8,2021,Diesel,12 CV,90 000 - 94 999,,,Excellent,Automatique,,850 000 DH
Mercedes-Benz,190,1992,Diesel,8 CV,Plus de 500 000,5,Non,Très bon,Manuelle,Dédouanée,60 000 DH
Peugeot,2008,2017,Diesel,6 CV,95 000 - 99 999,5,Non,Très bon,Manuelle,WW au Maroc,140 000 DH
Peugeot,206,2008,Essence,6 CV,95 000 - 99 999,5,Non,Bon,Manuelle,WW au Maroc,47 000 DH
Jeep,Wrangler,2018,Diesel,11 CV,130 000 - 139 999,5,Non,Excellent,Automatique,WW au Maroc,350 000 DH
Renault,Express,2022,Diesel,6 CV,70 000 - 74 999,,Non,Très bon,Manuelle,,155 000 DH
Dacia,Dokker,2013,Diesel,6 CV,170 000 - 179 999,5,Non,Bon,Manuelle,WW au Maroc,110 000 DH
Volkswagen,Golf 7,2019,Diesel,8 CV,90 000 - 94 999,5,,Excellent,Automatique,WW au Maroc,220 000 DH
Renault,Express,2022,Diesel,6 CV,5 000 - 9 999,5,Oui,Neuf,Manuelle,WW au Maroc,
Audi,Q5,2012,Diesel,8 CV,20 000 - 24 999,5,Oui,Très bon,Automatique,Dédouanée,219 000 DH
Citroen,Berlingo,2020,Diesel,6 CV,75 000 - 79 999,5,Oui,Excellent,Manuelle,WW au Maroc,179 000 DH
Audi,Q5,2020,Diesel,8 CV,30 000 - 34 999,5,Oui,Excellent,Automatique,WW au Maroc,
Porsche,Panamera,2012,Diesel,22 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,WW au Maroc,220 000 DH
Volkswagen,Arteon,2019,Diesel,8 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,WW au Maroc,263 000 DH
Renault,Kadjar,2017,Diesel,6 CV,140 000 - 149 999,5,Non,Excellent,Manuelle,WW au Maroc,175 000 DH
Dacia,Duster,2020,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Dacia,Logan,2023,LPG,6 CV,40 000 - 44 999,,,,Manuelle,,56 000 DH
Hyundai,Elantra,2015,Diesel,6 CV,170 000 - 179 999,5,Non,Excellent,Manuelle,WW au Maroc,115 000 DH
Mercedes-Benz,Classe E,2010,Diesel,9 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,Importée neuve,155 000 DH
Dacia,Dokker,2015,Diesel,6 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,
Hyundai,Tucson,2021,Diesel,6 CV,80 000 - 84 999,5,Non,Excellent,Automatique,WW au Maroc,
Volkswagen,Caddy,2010,Diesel,8 CV,250 000 - 299 999,,,Très bon,Manuelle,,
Renault,Clio,2021,Diesel,6 CV,110 000 - 119 999,5,Non,Très bon,Automatique,WW au Maroc,142 000 DH
Leapmotor,C10,2024,Electrique,4 CV,0 - 4 999,,Oui,Neuf,Automatique,Importée neuve,
Volkswagen,Passat,1983,Diesel,6 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,Dédouanée,
Mercedes-Benz,Classe GLC,2019,Diesel,8 CV,100 000 - 109 999,5,Non,Très bon,Automatique,WW au Maroc,345 000 DH
BMW,Série 7,2018,Diesel,12 CV,190 000 - 199 999,5,,Excellent,Automatique,Importée neuve,
Land Rover,Range Rover,2009,Diesel,11 CV,0 - 4 999,5,Non,Très bon,Automatique,Importée neuve,100 000 DH
Volkswagen,Coccinelle,2019,Diesel,6 CV,65 000 - 69 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Volkswagen,Touareg,2010,Diesel,11 CV,200 000 - 249 999,5,Non,Très bon,Automatique,WW au Maroc,88 000 DH
BMW,X4,2020,Diesel,8 CV,160 000 - 169 999,5,Non,Très bon,Automatique,WW au Maroc,350 000 DH
Mercedes-Benz,Classe GLE,2021,Diesel,12 CV,140 000 - 149 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe E,2011,Diesel,12 CV,250 000 - 299 999,5,Oui,Excellent,Automatique,Importée neuve,
Renault,Clio,2021,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Manuelle,WW au Maroc,143 000 DH
Suzuki,Grand Vitara,2012,Essence,9 CV,160 000 - 169 999,3,Non,Excellent,Manuelle,WW au Maroc,72 000 DH
Seat,Ateca,2019,Diesel,6 CV,150 000 - 159 999,5,,Excellent,Automatique,Dédouanée,
Toyota,Yaris,2016,Hybride,4 CV,120 000 - 129 999,5,,Excellent,Automatique,WW au Maroc,110 000 DH
Citroen,C3,2023,Diesel,6 CV,20 000 - 24 999,5,Oui,Bon,Manuelle,WW au Maroc,180 000 DH
Audi,Q3,2021,Diesel,8 CV,75 000 - 79 999,5,Non,Excellent,Automatique,Importée neuve,
Mercedes-Benz,Classe C,2007,Diesel,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,Dédouanée,123 000 DH
Mercedes-Benz,Classe E,2018,Diesel,8 CV,20 000 - 24 999,3,Oui,Neuf,Automatique,WW au Maroc,
Fiat,Palio,1999,Essence,6 CV,180 000 - 189 999,5,Oui,Très bon,Manuelle,Dédouanée,36 000 DH
Hyundai,Accent,2009,Diesel,6 CV,300 000 - 349 999,5,Non,Pour Pièces,Manuelle,WW au Maroc,
Volkswagen,Touareg,2022,Diesel,12 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,A5,2019,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,WW au Maroc,340 000 DH
Ford,Fusion,2010,Essence,7 CV,150 000 - 159 999,5,,Très bon,Manuelle,,
Renault,Clio,2019,Diesel,6 CV,110 000 - 119 999,5,Non,Très bon,Manuelle,WW au Maroc,107 000 DH
Volkswagen,Golf 7,2013,Diesel,8 CV,180 000 - 189 999,5,Non,Excellent,Automatique,Dédouanée,190 000 DH
Mercedes-Benz,Classe C,2008,Diesel,9 CV,200 000 - 249 999,5,,Excellent,Manuelle,WW au Maroc,114 000 DH
Dacia,Duster,2018,Diesel,6 CV,180 000 - 189 999,5,Non,Très bon,Manuelle,WW au Maroc,138 000 DH
Ford,Kuga,2014,Diesel,8 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,145 000 DH
Volkswagen,Golf 8,2022,Diesel,8 CV,35 000 - 39 999,5,Oui,Excellent,Automatique,Dédouanée,
Audi,A3,2015,Essence,14 CV,120 000 - 129 999,5,Non,Très bon,Automatique,Importée neuve,245 000 DH
Peugeot,208,2021,Diesel,6 CV,55 000 - 59 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Ford,Kuga,2014,Diesel,8 CV,0 - 4 999,,,Excellent,Manuelle,,155 000 DH
Citroen,Berlingo,2012,Diesel,7 CV,5 000 - 9 999,5,Non,Excellent,Manuelle,WW au Maroc,63 000 DH
Volvo,XC60,2015,Diesel,8 CV,160 000 - 169 999,5,Non,Très bon,Automatique,WW au Maroc,165 000 DH
Dacia,Lodgy,2021,Diesel,6 CV,70 000 - 74 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Toyota,Corolla Cross,2023,Hybride,10 CV,20 000 - 24 999,,Oui,Très bon,Automatique,WW au Maroc,
Citroen,C3,2022,Diesel,6 CV,80 000 - 84 999,5,Oui,Très bon,Manuelle,WW au Maroc,150 000 DH
Ford,Ecosport,2021,Diesel,6 CV,75 000 - 79 999,5,Oui,Très bon,Manuelle,WW au Maroc,180 000 DH
Opel,Adam,2017,Essence,7 CV,35 000 - 39 999,3,Oui,Excellent,Manuelle,WW au Maroc,100 000 DH
MG,MG4,2017,Diesel,6 CV,160 000 - 169 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Dacia,Duster,2018,Diesel,6 CV,80 000 - 84 999,5,Oui,Très bon,Automatique,WW au Maroc,92 000 DH
Skoda,Octavia,2021,Diesel,8 CV,130 000 - 139 999,,,Excellent,Manuelle,,190 000 DH
Toyota,Yaris,2021,Essence,6 CV,60 000 - 64 999,5,Oui,Très bon,Manuelle,WW au Maroc,127 000 DH
Renault,Kangoo,2017,Diesel,6 CV,180 000 - 189 999,5,Non,Excellent,Manuelle,,115 000 DH
Jeep,Grand Cherokee,2019,Diesel,8 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,239 000 DH
Hyundai,Creta,2023,Diesel,6 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,WW au Maroc,
Chery,QQ,2010,Essence,5 CV,70 000 - 74 999,,Non,Correct,Manuelle,WW au Maroc,25 000 DH
Volvo,XC90,2019,Diesel,10 CV,95 000 - 99 999,5,Oui,Très bon,Automatique,WW au Maroc,
Chevrolet,Aveo,2008,Essence,7 CV,170 000 - 179 999,5,Non,Très bon,Manuelle,WW au Maroc,
Fiat,Doblo,2020,Diesel,6 CV,70 000 - 74 999,5,Oui,Très bon,Manuelle,WW au Maroc,96 000 DH
Volkswagen,Golf 7,2018,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,WW au Maroc,
Dacia,Duster,2020,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,
Renault,Clio,2019,Essence,6 CV,160 000 - 169 999,5,Non,Très bon,Manuelle,,89 000 DH
Land Rover,Range Rover,2019,Diesel,12 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,
Dacia,Sandero,2018,Essence,7 CV,110 000 - 119 999,,Non,,Manuelle,,
Peugeot,208,2020,Diesel,6 CV,95 000 - 99 999,5,Non,Excellent,Manuelle,WW au Maroc,152 000 DH
Mercedes-Benz,Classe A,2021,Diesel,8 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,Dédouanée,
Porsche,Cayenne,2025,Hybride,7 CV,0 - 4 999,5,Oui,Très bon,Automatique,Importée neuve,
Audi,A3,2021,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,Importée neuve,
Mercedes-Benz,Classe E,2019,Diesel,9 CV,130 000 - 139 999,3,Non,Excellent,Automatique,Dédouanée,480 000 DH
Porsche,Cayenne,2025,Hybride,17 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Suzuki,Celerio,2015,Essence,6 CV,150 000 - 159 999,5,Non,Excellent,Manuelle,Dédouanée,65 000 DH
Peugeot,208,2020,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,155 000 DH
Mercedes-Benz,Classe C,2011,Diesel,9 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,Dédouanée,
Peugeot,3008,2018,Diesel,8 CV,90 000 - 94 999,5,Non,Excellent,Automatique,WW au Maroc,210 000 DH
Audi,A3,2022,Essence,14 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,Importée neuve,
Toyota,Verso,2011,Diesel,8 CV,300 000 - 349 999,5,Non,Bon,Manuelle,WW au Maroc,75 000 DH
Audi,Q5,2016,Diesel,8 CV,150 000 - 159 999,5,Non,Excellent,Automatique,WW au Maroc,
Land Rover,Range Rover,2020,Diesel,8 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,WW au Maroc,
BMW,Série 4,2016,Diesel,8 CV,85 000 - 89 999,3,,Excellent,Automatique,,280 000 DH
Renault,Megane,2003,Diesel,7 CV,5 000 - 9 999,5,Non,Excellent,Manuelle,WW au Maroc,48 000 DH
Mercedes-Benz,Classe E,2019,Diesel,8 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,
Fiat,500X,2019,Diesel,6 CV,70 000 - 74 999,5,Oui,Bon,Manuelle,WW au Maroc,148 000 DH
Hyundai,Santa Fe,2017,Diesel,8 CV,120 000 - 129 999,5,Oui,,Automatique,WW au Maroc,
Renault,Clio,2007,Essence,7 CV,300 000 - 349 999,,,Excellent,Manuelle,,55 000 DH
Dacia,Logan,2014,Essence,7 CV,140 000 - 149 999,5,,Bon,Manuelle,,66 000 DH
Peugeot,208,2019,Diesel,6 CV,120 000 - 129 999,5,Oui,Excellent,Manuelle,WW au Maroc,131 000 DH
Kia,Cerato,2010,Essence,9 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,Importée neuve,
Fiat,500,2022,Essence,6 CV,60 000 - 64 999,3,Oui,Excellent,Automatique,,
Porsche,Cayenne,2018,Diesel,12 CV,80 000 - 84 999,,Oui,Excellent,Automatique,,500 000 DH
Nissan,Micra,2017,Diesel,6 CV,75 000 - 79 999,5,Oui,Très bon,Manuelle,WW au Maroc,135 000 DH
Ford,Fiesta,2015,Diesel,6 CV,140 000 - 149 999,5,,Bon,Manuelle,WW au Maroc,92 000 DH
Dacia,Logan,2022,Diesel,6 CV,65 000 - 69 999,5,Oui,Très bon,Manuelle,WW au Maroc,158 000 DH
Mitsubishi,Lancer,1999,Essence,8 CV,400 000 - 449 999,5,Non,Bon,Manuelle,WW au Maroc,23 000 DH
Fiat,500X,2024,Essence,8 CV,0 - 4 999,,,Excellent,Automatique,WW au Maroc,239 000 DH
Renault,Clio,2015,Diesel,6 CV,80 000 - 84 999,5,Non,Excellent,Manuelle,WW au Maroc,113 000 DH
Mercedes-Benz,Classe E,2021,Diesel,8 CV,180 000 - 189 999,5,Oui,Excellent,Automatique,WW au Maroc,389 000 DH
Toyota,Avensis,2013,Diesel,8 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,WW au Maroc,95 000 DH
Fiat,Fullback,2020,Diesel,10 CV,70 000 - 74 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Volkswagen,Golf 8,2024,Diesel,8 CV,30 000 - 34 999,5,Oui,Excellent,Automatique,WW au Maroc,
BMW,Série 5,2017,Diesel,8 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,WW au Maroc,280 000 DH
Audi,Q3,2024,Diesel,8 CV,10 000 - 14 999,5,Oui,Neuf,Automatique,Importée neuve,
Jeep,Grand Cherokee,2020,Diesel,12 CV,80 000 - 84 999,,,Excellent,Automatique,,260 000 DH
Jeep,Grand Cherokee,2021,Diesel,12 CV,160 000 - 169 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,A3,2024,Diesel,8 CV,0 - 4 999,5,,Neuf,Automatique,Importée neuve,660 000 DH
Jeep,Grand Cherokee,2015,Diesel,12 CV,110 000 - 119 999,5,Oui,Neuf,Automatique,WW au Maroc,168 000 DH
Mercedes-Benz,Classe S,2014,Diesel,12 CV,190 000 - 199 999,5,Oui,Très bon,Automatique,Importée neuve,300 000 DH
Mercedes-Benz,Classe A,2023,Diesel,8 CV,80 000 - 84 999,3,Non,Excellent,Automatique,WW au Maroc,
Porsche,Cayenne,2013,Diesel,12 CV,170 000 - 179 999,5,Non,Excellent,Automatique,Dédouanée,
Dacia,Duster,2020,Diesel,6 CV,90 000 - 94 999,5,Oui,Neuf,Automatique,WW au Maroc,178 000 DH
Ford,Kuga,2021,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,225 000 DH
Seat,Cordoba,2007,Diesel,8 CV,250 000 - 299 999,,,,Manuelle,,
Dacia,Sandero,2024,Diesel,6 CV,0 - 4 999,5,Oui,Excellent,Manuelle,WW au Maroc,168 999 DH
Volkswagen,Golf 7,2017,Diesel,28 CV,120 000 - 129 999,5,Non,Très bon,Automatique,WW au Maroc,188 000 DH
Fiat,Siena,2001,Diesel,6 CV,200 000 - 249 999,,Non,,Manuelle,WW au Maroc,36 000 DH
Fiat,Tipo,2023,Diesel,6 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,
Renault,Captur,2023,Diesel,6 CV,30 000 - 34 999,5,Oui,Très bon,Manuelle,WW au Maroc,244 000 DH
Mercedes-Benz,Classe GLC,2017,Diesel,9 CV,180 000 - 189 999,5,Oui,Excellent,Automatique,Dédouanée,
Audi,Q8,2023,Diesel,12 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,Importée neuve,
Volkswagen,Touareg,2018,Diesel,12 CV,160 000 - 169 999,5,Non,Excellent,Automatique,WW au Maroc,255 000 DH
Volkswagen,Jetta,2019,Diesel,8 CV,80 000 - 84 999,5,Oui,Très bon,Automatique,WW au Maroc,198 000 DH
Hyundai,Tucson,2023,Diesel,6 CV,25 000 - 29 999,5,Oui,Excellent,Automatique,WW au Maroc,330 000 DH
Citroen,Xsara,2001,Diesel,8 CV,450 000 - 499 999,5,Non,Bon,Manuelle,Dédouanée,50 000 DH
Honda,Civic,2006,Essence,9 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,31 000 DH
Dacia,Duster,2017,Diesel,6 CV,80 000 - 84 999,5,Oui,Neuf,Manuelle,WW au Maroc,149 000 DH
Audi,Q7,2016,Diesel,12 CV,160 000 - 169 999,5,Oui,Très bon,Automatique,Importée neuve,
Peugeot,308,2023,Essence,13 CV,10 000 - 14 999,,,Excellent,Automatique,Pas encore dédouanée,
Nissan,Qashqai,2016,Diesel,6 CV,180 000 - 189 999,5,Non,Très bon,Manuelle,WW au Maroc,173 000 DH
Land Rover,Range Rover Evoque,2018,Diesel,8 CV,100 000 - 109 999,5,Oui,Très bon,Automatique,WW au Maroc,270 000 DH
Citroen,Xsara,2000,Diesel,7 CV,450 000 - 499 999,5,Non,Bon,Manuelle,WW au Maroc,35 000 DH
Renault,R18,1989,Essence,8 CV,0 - 4 999,5,Oui,Très bon,Manuelle,Dédouanée,
Hyundai,i30,2023,Diesel,6 CV,0 - 4 999,5,Oui,Excellent,Automatique,WW au Maroc,226 000 DH
Fiat,500,2017,Essence,7 CV,80 000 - 84 999,3,Oui,Bon,Automatique,WW au Maroc,
Mercedes-Benz,Classe A,2020,Diesel,8 CV,180 000 - 189 999,5,Non,Très bon,Automatique,WW au Maroc,
Peugeot,Expert,2011,Diesel,6 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,
Peugeot,508,2019,Diesel,8 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,WW au Maroc,219 000 DH
Skoda,Fabia,2019,Essence,6 CV,140 000 - 149 999,5,Oui,Très bon,Manuelle,WW au Maroc,120 000 DH
Renault,Scenic,2011,Diesel,6 CV,180 000 - 189 999,5,Non,Très bon,Manuelle,WW au Maroc,85 000 DH
Nissan,Qashqai,2017,Diesel,6 CV,10 000 - 14 999,5,,Très bon,Manuelle,WW au Maroc,
Mercedes-Benz,220,2021,Diesel,8 CV,90 000 - 94 999,,Oui,Excellent,Automatique,WW au Maroc,370 000 DH
Peugeot,206,2009,Essence,6 CV,140 000 - 149 999,5,Non,Excellent,Manuelle,WW au Maroc,
Toyota,Yaris,2018,Essence,6 CV,95 000 - 99 999,5,Oui,,Manuelle,WW au Maroc,99 000 DH
Audi,A3,2021,Diesel,4 CV,45 000 - 49 999,5,Oui,Excellent,Automatique,Importée neuve,
Peugeot,208,2021,Diesel,6 CV,85 000 - 89 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Audi,Q3,2016,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,
